x,y,2,3,label
0.2409355011784946,0.489436139775459,0.665926091097012,0.2434741305283306,1
0.6242650378325879,0.767696668157879,0.9808182383376036,0.6747377851400587,1
0.2941663830104793,0.318242443259948,0.8372478692625713,0.8977268216937713,1
0.3377656914737676,0.5315386441070005,0.977685750227128,0.8944055720898203,1
0.4624694168210786,0.5523962005588825,0.7516124689869315,0.9707516173091322,1
0.3014369672872832,1.8479231941016974,0.8689817486998613,0.7498951902440594,1
0.9168485062963856,3.109518194943299,0.2309044560736611,0.9507918032438718,0
0.8099710138426494,4.3257027053633905,0.3345519793268273,0.3032571817555536,0
0.9744478664180112,4.625705961065724,0.0991402787750453,0.0793063332688522,0
0.1332688449022158,3.3066674562657643,0.2508674587706547,0.1675510910088341,1
0.5192842914832992,4.814996726531647,0.4794780786566791,0.0823171699700913,1
0.1395855478944871,1.49595688441934,0.3334168051283971,0.2093936535298365,1
0.0821439793111478,1.6993444073047395,0.2183922472279965,0.206175889382525,1
0.0848164196776338,2.832578624527665,0.756702925374961,0.3520077866404044,1
0.1090414996890921,2.1157605040730685,0.0751377773377776,0.1346233040198184,1
0.2617293410218945,4.516115022493351,0.0563904838399828,0.4869579750099765,1
0.0141576105334458,1.7773285980801155,0.9802746527369346,0.8415895628730107,1
0.4694723944355246,1.3195609241184045,0.2634435259453876,0.543287057040393,1
0.4389845198344247,1.3212584457822198,0.0345850595599156,0.7816157919867546,1
0.9992632641571916,4.8099874017157855,0.5073656534576684,0.4011316145835707,0
0.1161877873685471,4.943645248141946,0.4375858866662213,0.069753564886263,1
0.9695834103877804,3.2582887546420647,0.7427562954242752,0.5370143086717786,0
0.2137970660758552,4.007774539439222,0.7452274261403793,0.5106090286910255,1
0.9404716848263656,0.8949294753012095,0.9594102782255692,0.5807137370536416,0
0.1112315113345963,4.184463540603121,0.8620833610131631,0.8199377457537502,1
0.4401872204028118,3.023753116384758,0.6053727376644363,0.7167270920472096,0
0.415789184273205,0.6018069507761545,0.3368099208841114,0.3556517594080054,1
0.04343877051206,0.8778755745750475,0.6697095288285249,0.5168140184393059,1
0.1886325699679172,4.23946049589642,0.0477595277284942,0.0008074336175889,1
0.6564842514987694,4.473571023915337,0.8577978124261572,0.6402138645185957,1
0.4516914960144899,1.2857549661914,0.9376436556861814,0.6587861014108464,1
0.1988849537666654,4.398464541889925,0.7460395143169136,0.9693533851255064,1
0.379081861164032,2.190061302997846,0.57685393157351,0.2970537731566148,0
0.2974216252021451,4.646426911452946,0.8240904841545754,0.8864360697403028,1
0.7527379424257378,3.263566366953739,0.0406614268801357,0.8192371178857015,0
0.1989235720780319,3.15628034759027,0.6481356070035712,0.2008313388475707,1
0.7142468318208406,0.398371624919306,0.107607810929608,0.7614004103712453,0
0.3230763390951775,2.513523632978422,0.6358740097618747,0.5378703026928808,0
0.853960199218537,4.059735153532044,0.2587650319655653,0.0977903647661774,0
0.4788036047755309,4.657200838983123,0.2400195854724197,0.7872232979067807,1
0.4549600157745199,4.767120457287499,0.0544368162899542,0.2005134333021995,1
0.7728710425849722,4.887322226404476,0.9500985027881204,0.8610225151031107,0
0.2869103931744861,2.6809709096031726,0.0037468554022594,0.4634940388061691,0
0.4939263797669072,0.4727190346897845,0.1853641791888985,0.8740227198567575,1
0.5335124706943174,3.3488365636855386,0.849125237048785,0.9381511356756654,0
0.9514857551532812,1.1876720396232134,0.6118094972215095,0.0783596146523537,0
0.2406889094413978,1.8929301940030623,0.043853053314646,0.1247474283342354,1
0.6383969482560479,4.071688274727756,0.3780103682649982,0.1601352418609204,1
0.6501795374090633,0.7457382673894425,0.8802189162146091,0.0237416386058649,1
0.2249728022573599,4.564754670450074,0.7102143158851233,0.3139035207803188,1
0.0701216181736235,3.227464913867707,0.4642737931581423,0.0536819619775188,1
0.9238176413912246,0.5120359806188015,0.7595056175093369,0.4828223743487737,0
0.6607930292933738,0.49508762726850003,0.8629123018774388,0.982768629363836,1
0.0073426407858727,1.7910882423371186,0.6355745552283837,0.5551716123610632,1
0.8739967104982673,2.6649712523769327,0.3427717072575665,0.9962711538200062,0
0.3049951153206649,3.1174582476173023,0.3239444567703319,0.019029111437213,1
0.5665142801469171,2.124675379882621,0.0188683069244315,0.8294454455204008,0
0.6697666966058764,3.8360560645498594,0.4993213855527418,0.6174433563026727,1
0.2493065265997882,2.4587429473525075,0.6094504336400833,0.4988469827498538,0
0.4988353701557377,2.01341103882618,0.1820659841263587,0.198594365225779,0
