x,y,label
0.8274292215766377,0.3841790581841604,0
0.6620569725812576,0.4313509365819713,0
0.2743189216225823,0.7838735949377519,1
0.29046990572304565,0.7572365241133862,1
0.723029269,0.7221352730605128,0
0.33890518569369343,0.8133799313384295,1
0.1213964144952766,0.30873475515920845,1
0.26344352594538767,0.543287057,0
0.15392353338072962,0.8667360401096472,1
0.4851167908376838,0.3849118208547644,0
0.266853471,0.7463181403651271,1
0.3970424099286187,0.4884468565803771,0
0.6053727376644363,0.7167270920472096,1
0.45272734537333736,0.6241377139667906,0
0.15610150317398874,0.33598831261914464,1
0.6883009046454982,0.5126169715450326,0
0.29325370008476015,0.329721425,1
0.6809207646106116,0.4162350683160726,0
0.086399202,0.5735706682731196,1
0.24409440393408688,0.5918585765934335,1
0.8094897267194494,0.2005191006004835,0
0.50631313,0.097481159,1
0.31062959871964135,0.8199615887729351,1
0.8108409383738315,0.8514922423988839,0
0.4723392542983855,0.5089824258864111,0
0.9121593272032469,0.6253829539740852,0
0.6908166208367224,0.421913087,0
0.8096161916769133,0.791262048,0
0.14551108167215288,0.31246840746827564,1
0.17605353738626806,0.5713498394954513,1
0.058289982,0.025330841623398714,1
0.33555467258908167,0.8764545897755693,1
0.8256658776855713,0.48357680371282963,0
0.5864271476205124,0.037653088,1
0.18929433441642585,0.6678982034829305,1
0.2804165257440261,0.9916874334445408,1
0.7823806774944796,0.37697176497620244,0
0.7408972155098721,0.5743933281384586,0
0.055191531,0.7265982175959812,1
0.6290386139190489,0.4034152034016669,0
0.5002427617048572,0.10750804750121123,1
0.30221127452822905,0.14389384471184863,1
0.9398116447654037,0.43554039915913867,0
0.42298802853467343,0.072445365,1
0.9992632641571916,0.96199748,0
0.4652997174477801,0.5841044731959852,0
0.673441165,0.9103827571862875,1
0.7452274261403793,0.5106090286910255,0
0.004904023,0.6643221417718695,1
0.5753019357673858,0.4893527598761708,0
0.35375826300032454,0.018901505131963314,1
0.5814373557835727,0.005565616,0
0.7410452438608447,0.5895760166330467,0
0.34224218765033987,0.30497862830440736,1
0.7753835942280095,0.828212482,1
0.6598810351982999,0.25325667137347774,1
0.503318058,0.024469547944024117,1
0.8269604883977734,0.068748228,0
0.41799658117994054,0.8816797363355199,1
0.8262193227679616,0.7569725785496857,0
0.7774756063250802,0.6639621648354582,0
0.9684225276080517,0.9184586732698754,0
0.6430096962967424,0.15672332670822486,1
0.9386954290655387,0.1728161965556574,0
0.9157193253811721,0.9076410369558102,0
0.070054074,0.26206870716986874,1
0.19795201053563782,0.8357136932362156,1
0.5740549262549257,0.8333400239807848,1
0.33649737145332703,0.7308608371449447,1
0.6728739726749693,0.963072071,0
0.18024110842434216,0.2866746563902747,1
0.8926209207450718,0.14964160383658642,0
0.352262162,0.8197015428856864,1
0.9623774631423823,0.9659783750257159,0
0.7502913170142531,0.6554601566867686,0
0.17828681497381393,0.7396383847883515,1
0.9189509955689287,0.7279638192924335,0
0.7182188288170428,0.4146536768501041,0
0.7655243847046188,0.4924259854993509,0
0.45920305295741526,0.6883611543313004,1
0.8947402889821926,0.5890584681343093,0
0.31494132591459156,0.932399078,1
0.7890772290179267,0.1144698116307119,0
0.031937856447552204,0.22275897593416993,1
0.4508006582222158,0.40171869385522707,0
0.8239079433022997,0.14421682768352018,0
0.24747887199907603,0.2062428910635684,1
0.045302512,0.11730508374852722,1
0.5080409430617292,0.6817105809360832,1
0.516183757,0.7017576077747429,1
0.9579002595866476,0.9143213639794773,0
0.042998678,0.8051775146771607,1
0.5268285956187793,0.085889593,1
0.5805837376322198,0.25676738418362033,1
0.8400580214471596,0.12375823088680593,0
0.772064414,0.5814310359951654,0
0.13234967421564336,0.3144748577805879,1
0.15540731687185538,0.5680744489133357,1
0.3811752124486921,0.9456466159159426,1
0.29840890004645815,0.9408203320377438,1
0.7824883605625852,0.5776148682562187,0
0.8733424496393143,0.083282052,0
0.8372478692625713,0.8977268216937713,0
0.6505994867624688,0.6258463350793119,0
0.5047305870655238,0.8244390613274226,1
0.1047187540804051,0.19114515588738812,1
0.3612179800777201,0.092716227,1
0.778708253,0.6741939345690848,0
0.6914894630122504,0.10515654929385088,1
0.5730473317242407,0.32279499885093244,0
0.5297825037966931,0.5326031896285367,0
0.6499675726574125,0.23071987203517808,1
0.8768553431346201,0.9995454771883823,0
0.9144774226022216,0.5310657316134859,0
0.6957300633151547,0.39962597451484716,0
0.8448438240138818,0.7663385052232736,0
0.1083227227420075,0.17313434821430096,1
0.6318612282877594,0.020404052609328982,0
0.11553058389515714,0.9579740988273905,1
0.008677042,0.959348547,1
0.8281517195229959,0.7830248193354516,0
0.8958220838606915,0.6625402097137925,0
0.7102143158851233,0.3139035207803188,0
0.07090681,0.5098624819307066,1
0.8989823518933754,0.9380684727421136,0
0.5758844903818606,0.47355684714094837,0
0.2311661043537624,0.9897557043631373,1
0.8051285934719054,0.9182813262531851,0
0.984993968,0.03582759,0
0.13825191235140133,0.14427186368457812,1
0.028722514,0.5386557201148023,1
0.7280519776521438,0.46267914510909913,0
0.7505978235311452,0.004767531,0
0.830637355,0.6218317791957294,0
0.4608515653115304,0.22759098314155568,1
0.8742145796258158,0.46677621714913453,0
0.1112315113345963,0.8368927081206242,1
0.11214873428642658,0.5184001381836025,1
0.5632101500728284,0.5995553579395059,0
0.9513736714404473,0.9589616226081755,0
0.9277963665360226,0.019566777459068763,0
0.1179483639770681,0.053389521,1
0.8689282028427725,0.44245922433827056,0
0.16287184155619128,0.5959317872712755,1
0.8516928943003303,0.14388021428760622,0
0.8670429478610671,0.4464239041404786,0
0.3834503939644629,0.3655824051028792,1
0.2440042851200357,0.844281161,1
0.8018531374133413,0.7651912459662851,0
0.5304987613397757,0.4579446725976002,0
