x,y,label
-6.462166093683306,-2.1818057330698215,1.0
-0.7188980584043172,7.413059335223053,0.0
0.20154300387218882,-5.87810403866415,0.0
-9.164118750022006,0.628537845731973,0.0
8.873642461054057,-7.778208733176268,1.0
2.6875978410694668,-0.8946249847528627,1.0
8.209665231696608,3.3735177231723146,1.0
6.246232494130798,2.368968069135809,1.0
9.252580173056227,-3.5652226150167765,0.0
-5.207482281011046,1.6513779664472175,0.0
9.051588272351417,-0.12952756158899525,0.0
-3.2719042695773233,7.172866171740303,0.0
-9.383603458345181,4.726030840655644,0.0
8.107348975191808,1.9402543848652147,1.0
-3.3463555970854664,3.446964222136984,1.0
-3.2428970652936577,7.576121274584565,0.0
-1.4714043923187035,0.7468114706363203,1.0
6.467449429990616,-7.7230176753351465,1.0
-5.321511314195504,-5.900024112835829,0.0
7.411855083682493,7.351929275504851,0.0
-3.467925716725313,7.945671002374727,0.0
-4.578737782387325,-1.4995506919870376,0.0
-9.18193769218405,-1.686131280799943,1.0
-9.617465462355586,-6.91966371518419,0.0
-8.471362118459249,2.165002729924627,0.0
2.921435658961247,0.5140181698806501,0.0
4.7867056408745,-3.4243655139624547,1.0
4.872466595735535,-5.796998775414095,0.0
-5.859274743497247,9.471313056809333,1.0
-7.636394101441677,3.136173450269329,0.0
6.367283992806637,2.772960245823411,1.0
6.401125388345616,5.8802285892527415,0.0
3.3146759744878462,4.2896480310260685,0.0
8.266360345831789,4.805488112755858,1.0
-9.829650853896437,-7.162418407350923,0.0
-8.746070458805107,7.8929763598719305,1.0
-8.55021464167725,0.7292478263703028,0.0
7.3429542705207,-5.297696885142827,1.0
-2.40943456874676,-1.0239529064341983,0.0
-2.981264236987993,-2.2864972990437966,0.0
0.1404556712204812,3.4957532400579225,0.0
-7.274959092659293,1.9188115791929725,0.0
1.1276068876642213,-1.504316658712586,1.0
9.72973633561077,-9.336662318532959,1.0
-4.326173732101499,4.866308634368293,1.0
1.5845712114685213,6.603798476137712,1.0
2.4320673258277825,-6.409797744624639,0.0
0.9143638959691387,0.48511714151271157,0.0
3.0895805150352285,-3.414468523512493,1.0
-7.452020318443413,-0.7511969101800133,1.0
5.226137977372499,-6.684143739856472,1.0
-7.007660593416237,6.313440165307441,1.0
-5.8707132723352595,-1.6979867473840002,1.0
1.9428375028008116,1.3285632080965861,0.0
3.3419459224795283,3.9930294022738337,0.0
5.035729769664858,4.363032762653546,1.0
-2.492953866866994,4.793498013664818,1.0
