x1,x2,label
1.9715345285836532,2.766607410992905,0.0
-2.4694544974115846,9.893477532577318,0.0
-5.634880772287022,3.111296543808132,0.0
3.318222781440105,9.175666834458932,1.0
4.728746827657982,-7.476765272515313,0.0
8.547834138348351,8.295380184572858,0.0
8.10997607462387,-2.581400338809846,0.0
5.040765671638798,-7.837738712103149,1.0
5.272355721738747,2.706693051285894,1.0
4.123507846265597,2.867283735594294,0.0
-6.023317412096705,-3.44581355815626,1.0
-7.5864989076473,-1.6803269001409424,1.0
4.895047748291147,-4.8137157330867115,1.0
4.243778567738524,6.4787882196623725,1.0
-1.4485863526141531,-9.348697193225792,1.0
-6.937032377464039,4.2787587019166216,0.0
-1.2513016355768334,2.1714457412750883,1.0
8.681824467228429,-2.958036237551911,0.0
-5.35466621024039,-9.913268070449508,0.0
3.309417659593558,1.1477649106524175,0.0
0.6779680117512052,-2.844993244453652,1.0
1.0890143532106316,-1.7621226985728897,1.0
4.619902813980742,-8.265897609397058,0.0
-1.5952423519090375,6.317622652362106,0.0
3.6907620793006863,6.501902657406044,1.0
6.928317645743414,10.04210322754038,0.0
3.066569764449057,-6.878310958806878,0.0
-8.43516597823296,-8.16949125193335,0.0
3.5605730296050995,2.846702491764744,0.0
1.259501206630708,-3.329243668704267,1.0
-8.346776484969878,-8.31540095903439,0.0
-5.586794302662879,1.7788551043301473,0.0
9.068047771737373,-4.910448057347372,0.0
6.6372523561658365,3.4368506422835514,1.0
-0.6616214559118264,7.055190360971254,0.0
0.20497056026587773,-5.362252520311503,0.0
-8.313987859355429,-9.165915707431244,0.0
-0.3092371316317766,7.762285394253882,0.0
-3.2452278354797595,-6.5262576239904355,1.0
1.9198566699445587,9.670034144383404,1.0
0.7269764772439081,-2.6826222271616897,1.0
5.885785786495764,5.004099752927844,0.0
-9.445408958421364,-2.1092320200322465,1.0
9.057867869887971,-1.5560015905629077,0.0
-2.3814990894881385,1.4958359887874344,1.0
8.232915390238215,-2.291764285840268,0.0
6.050754519702212,-6.68817139785201,1.0
-7.637399390029071,2.7386930596748753,0.0
2.222180726254614,-0.837905494899605,1.0
4.075237316638088,3.12397546513775,0.0
2.077239993094612,1.4610149781851969,0.0
-7.872219658892282,4.472623662758852,0.0
8.874089511411972,8.460297731131305,0.0
8.24042698591929,-5.655919539748116,1.0
2.4451173894966365,7.788276909370715,1.0
3.5652143417730553,6.363106653681528,1.0
-8.418377724952657,6.594733697963245,1.0
7.941888993839828,8.837050699497293,0.0
8.596522594986459,2.913292378498671,1.0
1.8214778522500252,0.5206167256188808,0.0
4.605974458576185,-7.560482965023317,0.0
-7.192934100934759,8.97632738888109,1.0
2.9774909303347994,0.8235068908150884,0.0
8.90876541418705,-4.795067504716877,0.0
7.7657963908266865,8.156624404926998,0.0
-8.001104468765497,-7.450559304576257,0.0
2.634930266920325,6.828330066252278,1.0
-0.9670310605780361,0.48552154008842147,1.0
6.116041077341455,2.509734098365169,1.0
-6.083848725070665,5.599158490397533,1.0
-7.886584101173229,0.6364952502883736,0.0
-5.047701491596187,-6.423758559815649,0.0
6.637904283011146,6.72078978037096,0.0
6.043312099306652,5.065461424896523,0.0
1.0344036109909232,-2.6072827774353753,1.0
-3.2853543833832384,1.1259389174808376,1.0
-1.6416890182336692,-0.006856115079576302,0.0
-2.790847960675558,5.825915271745669,0.0
-0.1678093289445977,-7.689316493743459,1.0
1.6947549453618707,-1.9963152533666113,1.0
-8.880523524601267,-8.065551510914156,0.0
-3.498507852656164,-5.261162272531364,1.0
1.4846939065929192,-9.093836826736526,0.0
0.5177042549566703,-6.647818642261352,0.0
4.5475548703624025,-6.024720813856817,0.0
