x1,x2,x3,x4,x4,label
1.1885897728515644,-5.511827654389627,-2.1925760396354033,0.8354802827081098,-1.0529206972697054,2.0
2.2238578924883274,4.182296200525835,5.347595217295938,-5.907739139148251,7.390304778059157,0.0
0.6560588394612274,-9.268460286415525,4.3838213834165565,2.0592688097040046,3.7312885474070114,2.0
-4.23266136473035,-0.602993861648681,3.099763077138995,7.136302844656413,1.761299601389501,2.0
-1.5983709758822364,8.255619575749652,8.910947401354889,5.351610144906534,-9.161927240625944,0.0
0.8740122050307164,-1.8894560151427964,-2.180203618998209,-9.507188863059673,-5.686365627627152,3.0
5.19876438732015,1.5981550197444712,-6.958938695676229,-8.008940580462923,-8.159978451280754,1.0
4.960269422609823,0.3664373288619487,3.8805543569607543,-7.84667854228406,9.217747761195334,0.0
-5.705649655242084,8.849736218539984,-4.151505392107686,-2.4721699366010252,-9.68237636900399,3.0
2.573446393840058,-3.760629701313749,1.5902727155666554,8.684305998229803,-7.8860611975675905,3.0
2.2672782020691358,5.9258172903217385,-7.647087970678865,-7.625482358598292,8.628826765888597,1.0
-6.531744811779214,9.222558221411624,-3.738771945340387,0.5548196463495376,-8.37365821782629,3.0
5.187458374908472,-9.360216280951759,8.97069311047165,4.797791524406321,-8.738553935759441,3.0
-9.018168904891322,8.117636104265632,5.072159902267037,5.3044646677309615,7.619626863022461,3.0
-2.1430813631564067,-7.149002638091875,-0.7225832030102719,3.310418313312484,-6.192144463904343,1.0
-2.6548226865529863,7.926760069149822,4.866051921282878,-9.515436732998829,1.920596935538864,0.0
2.7833972818887247,-1.5445915720475352,0.414656451534011,-9.381371614582761,-4.926653973542243,3.0
-3.613707642226296,6.0319911325163815,5.629104000154845,4.997774124291382,-6.960196874653903,0.0
0.9174930375086383,-5.978788028403477,-7.506794648244622,-5.014791828738073,0.3708526532335128,2.0
1.2988189362340385,-3.145927562606879,8.664103090313827,-4.470831868058262,-2.8002129500649042,3.0
2.409296432181314,-8.097275051422963,2.5926154439579623,-9.279932421290942,2.74500352797328,2.0
-7.649100609940502,-5.197924762126272,-5.714570862629131,-7.244529423332258,-1.4946496297041172,0.0
9.167410798109572,7.733025068768754,-3.5341925690025455,3.9107094539412195,-9.64683894130353,2.0
2.6139018146074235,0.00557497026203535,-0.4848567591251687,7.354693820691974,-7.960627552261852,0.0
0.2561321103760239,-5.588296273811954,-7.133749246799306,-4.837991127796868,-9.379155919899155,2.0
7.203217658072127,-5.524406571071879,7.231551946824453,-1.0978801172698294,-4.45213382273055,3.0
-6.954335145171222,-1.53389419655133,-4.569517534491457,8.680455949006497,8.77165176440036,1.0
-3.4333541884145724,-8.800079591098601,-8.799890256039316,9.576679588874796,8.467802654598323,1.0
-9.034662510276812,5.914976715991466,-7.774848477368257,-2.0427646524457765,-6.99301113036973,3.0
-5.891106394148958,3.022295289457851,9.04198899942492,-1.6076604282319469,-6.035837085855551,2.0
1.9758071153849261,-4.259925675051754,-9.591234551806302,6.933515789526947,0.5274663288236034,3.0
-9.87182166061155,8.764118361869034,-5.877476193329683,0.1814147364712131,7.129216919151165,3.0
-6.99153521383145,-6.6599539078824455,-7.017720794124742,-2.9692335327041626,-3.9047266853202522,0.0
-3.858224802212307,3.3654787608169805,6.227023579535214,-4.555184130605808,1.5611481589200658,3.0
-8.302530928411988,1.9042714066983546,6.404870439154966,1.2702385552448643,-8.970268538120965,2.0
-7.017023686185963,3.321281050127908,-8.935247972020177,0.945971054574624,-5.287482381283226,2.0
-6.098236212734984,-7.845466756467667,4.944026784738959,-4.277168213553195,-4.850209352695003,0.0
8.188134998703326,1.9763797527837355,-7.278661322626688,-9.70802308552113,0.9383338385326283,1.0
-8.96127510789356,5.772441522311006,-7.782760851583907,-8.905956161161175,-8.85549887719611,3.0
0.7886723897884522,1.081825413441301,1.1757406373561672,1.0081887066791513,9.826827836981519,0.0
-4.159992142201863,7.534395872742973,-3.5248585908974484,0.27196605094506054,-5.694175617529249,0.0
3.232259944740603,-3.6317871563002697,-7.526062385045389,2.965430123742948,7.225647781286682,3.0
-8.949409759565084,1.4238118925785628,-6.007679122502035,9.701011727770418,5.14294745722302,2.0
-4.453366524317628,-1.5198280282936683,-3.8683227906627593,4.170323660651217,8.832905154533762,2.0
-5.905554375566346,-0.2641106299929934,9.22838994788037,-5.381064835336639,9.325813152565349,1.0
2.301897375898765,9.95340711551692,9.957998830176624,-9.023457621419002,3.828738618572892,1.0
-3.0567377909159177,-1.301366817404526,-5.25532257009403,-2.105206502550132,-8.146340403754817,2.0
8.14295399190392,-2.1779632858500104,-0.4826335114500253,-8.610269521859186,-4.431813359943608,0.0
1.7470230963534092,-2.7107485207949678,-7.862537405698613,-0.2947653232880221,-8.874068708974928,3.0
-9.646335221954399,-3.6371096382120633,-7.417649865873061,7.010186978669566,8.046625741717058,1.0
-5.2415015577646,-1.5435711665745195,-3.697647843629932,-8.534435844896171,0.07320282612768914,1.0
2.371095851185501,-3.0750184185182334,2.989937014561015,-6.883549523794834,-9.653430645903963,3.0
0.5028532287584735,4.383342795198553,7.8817369928690155,3.3788960217436053,4.646480971701195,0.0
-6.069754404432253,-6.335503693683176,-2.8222621566619477,-6.381979868350431,7.819236674301969,0.0
-7.750583279534727,-4.253500585820267,-8.575863805103216,4.883927990147875,7.73963643551609,1.0
-1.788270042186932,-7.989105511350141,-6.694079391548762,-9.964243753279847,7.642677598737688,1.0
-4.3109736690676055,1.1312793536546089,9.438168486940594,-9.556917181086199,-0.9432662994004914,3.0
-7.189519871094403,-3.083595650619449,2.790346201096261,2.3816133253330563,8.116274515097388,1.0
-0.3942096996136062,4.831401329217268,8.33305028460197,4.316629075861719,5.398691118426168,3.0
-1.9096979433878012,4.305684602296969,-3.427945681708251,5.011826809852586,-7.10327103085469,3.0
3.794592517900293,-7.702356208681551,-9.301709180488762,-5.82630554044923,8.782912637105866,2.0
5.740588756639571,5.976002902544906,8.168418314479812,-1.2348871424201295,-3.7616448830844167,2.0
4.726940842642174,8.328996878447413,-1.1961150150756534,7.896451343954176,-2.9429740774315905,1.0
1.5457850541965783,-0.22926694199203013,1.370500990015703,4.361209788368052,4.48086654024425,3.0
4.219024893304832,-6.535181714532277,4.2341884623387,-1.1663654383932442,4.266403188014724,2.0
-3.642324089721159,-6.542113869749704,-8.269738149357988,0.7115924318989215,-6.8342418948604955,1.0
1.852318710206342,-1.9837520840079552,-6.83015737906814,-0.8366318340915218,-8.835831247940948,3.0
-7.200462894938903,4.689069675529163,2.1290952088569384,5.106068160948464,-8.914278992731068,2.0
-8.167431803123177,-6.252700733921694,-7.626495193660256,-3.841364728295698,4.133293013278083,0.0
-3.107439490552464,-7.032947206025552,9.085237881709148,4.969447773730423,-2.9775044972598286,1.0
-7.372203826650776,2.4852550160506475,5.527295551245006,-4.568954262585732,-0.34153046761564276,2.0
-6.5709879997073894,8.786199257328274,-6.532527204740495,7.596869961812448,-8.334732994465853,3.0
7.550081066707634,7.105290273032793,-1.8798617617141709,0.266420757116828,-5.765348010438302,2.0
3.8114489001109924,-3.0062195229008744,2.2074683244388993,-2.2996089017510313,-6.113660551339464,3.0
-8.406275012241283,7.291878466303526,7.152716698009552,8.285631259950176,-5.319030000866711,3.0
4.104781879344676,-9.56215192165573,8.746243136116842,9.94102961184209,-9.681378773533133,2.0
1.4745921933347752,7.91258813992177,-7.358871394934068,1.0323034825022877,2.8573839938609282,1.0
-0.813528843170273,5.669639651179166,-3.440438767997163,5.084150793387467,2.447018090955705,0.0
-3.8757087100487357,-0.8571141216966431,3.0292416834221374,3.596948360364106,4.996477441414207,2.0
6.6845617331688985,-0.7177230331766449,-0.5236495398642322,-9.357265617703998,-8.79781255587148,0.0
1.3383841908473535,3.120017508058231,6.839420973749707,-4.45752315802028,4.907291852661071,0.0
5.8519157628904885,1.775725093873854,-3.537471498203746,4.665426597356872,4.6224439350138535,1.0
1.0494011057157042,5.231328846276371,-3.8915259719399735,-2.5740273635506767,-3.5713764952801785,1.0
5.429860381834352,-4.267326908119218,0.6840093146205142,-2.80937077424338,-4.2014839151413375,0.0
9.88628950326785,5.157309207817907,-6.697901122431906,-7.444986427682605,8.877914805728494,2.0
7.717458906957567,-4.779909711346615,3.1516013276008223,-4.495339255648538,-3.4286100809929216,0.0
-5.871215774077443,-3.1142112230265546,8.844250903990925,-8.735859384286462,7.699460343098419,1.0
-2.037881688655512,-6.77022110969018,7.047017069314801,9.402321785763444,-2.1661098792122164,1.0
2.154497430292267,-0.9360122264762065,-7.707345186912056,2.4260364209508687,1.065885285595435,3.0
-7.362575877547794,6.540659122186497,-5.182600067534315,3.527699202723227,-5.555800657279364,3.0
-8.526408321198582,9.96965477986327,-1.8927086209411303,2.4667560623277893,-7.194802715117909,3.0
-7.935152444549929,-9.198668868057212,9.267465122231208,-6.431418597589644,-4.766364976890218,0.0
-5.9710291070497545,-0.07344469419519051,-4.82427526988348,-8.343629235146416,-6.411464662022324,1.0
0.39997715264131806,-2.8841212248022767,-1.7180598443189652,-9.75351030105781,-4.618543496435159,3.0
-0.9533507489010979,5.524772920340425,-8.472935638398669,9.878296429122837,5.203270765356907,0.0
9.238199987634978,0.21766412729401807,-8.882973277388837,-7.372634272285461,2.643403905432688,1.0
-4.910176090003411,5.143693366674956,9.977483028454188,-7.1914904465692615,5.311082078769736,0.0
-6.0191321681900645,7.6392622308947296,7.68501574599453,3.6843461844266976,-5.480888822954119,3.0
-8.121990564376977,-0.051249306402292305,7.953628305617794,-9.658369874645238,-7.050600107706213,1.0
-6.541236470717107,-5.605176116831371,-6.844324389017706,-4.528196119005123,-7.678748872653585,0.0
7.485906425451407,5.323092936210168,-1.661750090431532,-4.772319437926889,-1.5938766662641655,2.0
