x,y,z,label
4.812466340733083,6.660875572249376,6.1983369513494635,True
6.994432022048044,9.022625939618647,7.518134911623262,True
1.6257679732510133,2.209230551592176,4.547936247821887,False
3.9012761112600725,9.62967807324317,7.287220690849914,True
4.683793802760553,3.515409767270241,2.2737254003902674,True
6.027930131077106,9.238678491683142,1.6733418216227636,True
4.522745946082708,3.4471277451179514,6.095028772875956,False
2.5422366724296364,0.6526883742555811,6.764978485031419,False
3.069774612640278,6.471037401463869,9.073266766012214,True
5.818696541054059,9.123060019946799,8.02594326542803,True
0.6324154092453105,2.4536167275287735,6.623064470469425,False
4.783151518419368,0.04719889854730597,8.21503603891564,False
6.4989107698329445,4.346622737742225,5.214394174591447,True
1.708303040959398,5.5003890719924335,1.4208624158520677,False
6.640014247913388,9.418131120471212,2.162387417542927,True
2.652544769269638,5.756264306232584,8.76013477065713,True
1.6909866358746062,3.913586529534163,6.052183560954221,False
1.6453134077530485,0.690916725605788,7.478222301667476,False
6.222563467333062,5.802210278394465,5.457028472082051,True
1.0284364805528334,4.805494852431636,4.871171932099698,False
5.145750604961954,1.631216128411872,0.6809280071160351,False
5.159850843032206,6.958307921979063,6.675127322417857,True
9.369124316092261,3.7135809866503355,3.910703396018196,True
3.3045945177338876,5.0507160428827405,6.694411062486666,True
8.640059089926321,0.9254661794181518,5.754319364900881,True
7.670552202527318,7.495896325429424,4.308489096426365,True
0.7140994174542781,3.2252040806926905,5.96289586663754,False
7.784070138843477,2.1773564377053054,3.252007841588468,True
3.673728641174888,0.5214631879730947,9.724652508853303,False
3.5195822849453737,4.412831369117174,9.692866767950841,False
7.818314789452186,2.747249030227085,9.410120311112285,True
8.25471326873794,5.648817408137376,4.420961252584145,True
8.48902843448343,9.213156348505022,6.70695936481825,True
3.2068601877776426,8.720134276048173,6.5908944084629715,True
9.302638186053585,8.159200981283366,6.919468515548367,True
8.959040261664166,4.413525272666923,6.064967171464991,True
7.477899004325879,4.396092659423817,1.2938086239649915,True
8.284120576745226,5.366508929479404,4.558278259007366,True
5.342832228909137,2.90960436812031,8.434282602301593,True
2.858382813397201,2.4520146253546047,6.288688791179973,False
4.885934236797094,3.135024037783669,0.8236602372410229,True
4.4259745784787485,4.137628995260006,5.488114286391376,True
6.458803020376493,2.7463439852393057,0.6642450572379044,True
0.6113921691958402,5.5041036938565995,9.360885906105853,False
7.397562885884509,9.291287706394094,1.5215216308017476,True
2.072004927329546,7.148163968729637,4.084819899834738,True
4.206752455189853,8.325825886265482,0.8136908577156454,True
9.41869955172516,1.879139467655997,5.866199542673437,True
6.561111072424493,5.60120556908273,7.064320004393954,True
3.053345162628942,2.30075809398628,6.600635655318189,False
9.461039945058303,0.6304881865751377,1.0501287643925727,True
9.887503934107043,0.5209653398509895,1.2938490265045055,True
5.040789912250681,3.2220558892761177,7.042611711862262,True
4.656999052592008,7.967483798202277,1.10856578254379,True
2.210435108236571,1.9246135145506826,8.020427640579747,False
9.992961143729868,3.7728288703098087,2.2321005197163855,True
0.7283276097551272,1.8319794262854772,9.834807976642795,False
9.514121409171093,9.243729220869078,1.7991563810380373,True
0.7535825074879454,9.933568953048566,7.2246982377480276,True
8.824793469052581,8.954883924403656,8.71386089793081,True
0.1206203926105398,8.713201702845817,5.686806046139984,True
