x,y,label
4.812466340733083,19.98262671674813,True
9.022625939618647,22.554404734869784,True
4.547936247821887,11.703828333780217,True
4.683793802760553,10.546229301810722,True
9.238678491683142,5.020025464868291,True
6.095028772875956,7.626710017288909,True
3.069774612640278,19.41311220439161,True
9.123060019946799,24.07782979628409,True
6.623064470469425,14.349454555258104,True
6.4989107698329445,13.039868213226674,True
5.5003890719924335,4.262587247556203,False
2.162387417542927,7.957634307808914,False
1.6909866358746062,11.74075958860249,False
0.690916725605788,22.434666905002427,True
5.457028472082051,3.0853094416585005,False
5.145750604961954,4.8936483852356165,False
6.958307921979063,20.02538196725357,True
3.910703396018196,9.913783553201663,False
8.640059089926321,2.7763985382544556,True
7.495896325429424,12.925467289279096,True
5.96289586663754,23.352210416530433,True
3.673728641174888,1.564389563919284,False
4.412831369117174,29.078600303852525,True
9.410120311112285,24.76413980621382,True
8.48902843448343,27.639469045515064,True
8.720134276048173,19.772683225388914,True
6.919468515548367,26.8771207849925,True
7.477899004325879,13.18827797827145,True
5.366508929479404,13.674834777022099,True
8.434282602301593,8.575148440191603,True
4.885934236797094,9.405072113351007,True
4.137628995260006,16.464342859174128,True
0.6642450572379044,1.8341765075875205,False
7.397562885884509,27.873863119182282,True
7.148163968729637,12.254459699504213,True
0.8136908577156454,28.256098655175478,True
6.561111072424493,16.80361670724819,True
2.30075809398628,19.801906965954565,True
1.0501287643925727,29.662511802321127,True
5.040789912250681,9.666167667828354,True
7.967483798202277,3.32569734763137,True
8.020427640579747,29.978883431189605,True
0.7283276097551272,5.495938278856432,False
9.243729220869078,5.397469143114112,True
7.2246982377480276,26.474380407157746,True
0.1206203926105398,26.139605108537452,True
1.971038129452608,11.778647650206945,False
5.888739994762885,25.96327402640825,True
3.6607521318535188,1.8622175989849654,False
0.27634647182200656,22.01240947164638,False
7.853627221727889,5.952546399974733,True
3.4165355168673175,3.9675102984432176,False
4.205898881825208,17.156658562771984,True
6.086077363370025,18.900399926589913,True
0.827695229369616,4.086962414455676,False
9.294262325420323,16.335285342562308,True
3.5340928466021304,7.0818177181359525,False
1.5672010902247535,1.3990027694719709,False
7.305093224829127,3.738869826704402,True
3.9860624747406725,27.959343752551916,True
0.3236684486020702,1.28036832580263,False
8.853271704901765,11.147154137817898,True
7.703994137347835,18.195991620147204,True
6.502358449578599,11.129764319340188,True
1.5950697676539194,0.3571561378456267,False
7.587936518238843,26.439711485891145,True
6.73937376599139,16.467850162114047,True
3.0931640477929614,2.085643387164462,False
8.058162234083714,19.90967906309282,True
4.727992720843605,21.561751139758908,True
9.878746112899757,12.23638841754057,True
2.395263144363937,14.645667279395603,False
